id,title,description,availability,condition,price,link,image_link,additional_image_link,brand
"thunder_torcedor_2026","Thunder Torcedor 2026","🔥 CAMISA DE FUTEBOL IMPORTADA 🔥
Produto importado sob encomenda da mais alta qualidade!

⚽ MODELO: Thunder Torcedor 2026

💰 VALOR: R$ 210,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Regatas NBA)
| TAM | COMPR. | BUSTO | OMBROS | ALTURA  | PESO    |
| --- | ------ | ----- | ------ | ------- | ------- |
| P   | 70     | 98    | 35     | 160-170 | 90-115  |
| M   | 72     | 106   | 37     | 168-175 | 115-135 |
| G   | 75     | 112   | 39     | 172-180 | 145-165 |
| GG  | 77     | 120   | 41     | 178-185 | 165-185 |
| 2XL | 80     | 130   | 44     | 183-200 | 180-210 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","210.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Thunder%20Torcedor%202026%20por%20R%24%20210%2C00.","https://i.ibb.co/4R6J4SDs/frente.jpg","https://i.ibb.co/ZzZBYJd7/costas.jpg","Manto Mania"
"argentina_jogador_2022","Argentina Jogador 2022","🔥 CAMISA DE FUTEBOL IMPORTADA 🔥
Produto importado sob encomenda da mais alta qualidade!

⚽ MODELO: Argentina Jogador 2022

💰 VALOR: R$ 189,90

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Jogador)
| TAM | COMPR. | LARGURA | ALTURA  | PESO   |
| --- | ------ | ------- | ------- | ------ |
| P   | 67-69  | 49-51   | 162-170 | 50-62  |
| M   | 69-71  | 51-53   | 170-175 | 62-78  |
| G   | 71-73  | 53-55   | 175-180 | 78-83  |
| GG  | 73-76  | 55-57   | 180-185 | 83-90  |
| 2XL | 76-78  | 57-60   | 185-190 | 90-97  |
| 3XL | 78-79  | 60-63   | 190-195 | 97-104 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","189.90 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Argentina%20Jogador%202022%20por%20R%24%20189%2C90.","https://i.ibb.co/zWvQqzWp/frente.jpg","","Manto Mania"
"argentina_jogador_2022_home","Argentina Jogador 2022 Home","🔥 CAMISA DE FUTEBOL IMPORTADA 🔥
Produto importado sob encomenda da mais alta qualidade!

⚽ MODELO: Argentina Jogador 2022 Home

💰 VALOR: R$ 189,90

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Jogador)
| TAM | COMPR. | LARGURA | ALTURA  | PESO   |
| --- | ------ | ------- | ------- | ------ |
| P   | 67-69  | 49-51   | 162-170 | 50-62  |
| M   | 69-71  | 51-53   | 170-175 | 62-78  |
| G   | 71-73  | 53-55   | 175-180 | 78-83  |
| GG  | 73-76  | 55-57   | 180-185 | 83-90  |
| 2XL | 76-78  | 57-60   | 185-190 | 90-97  |
| 3XL | 78-79  | 60-63   | 190-195 | 97-104 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","189.90 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Argentina%20Jogador%202022%20Home%20por%20R%24%20189%2C90.","https://i.ibb.co/S4XyJCLR/frente.jpg","https://i.ibb.co/zWvQqzWp/frente.jpg","Manto Mania"
"argentina_torcedor_2022_home","Argentina Torcedor 2022 Home","🔥 CAMISA DE FUTEBOL IMPORTADA 🔥
Produto importado sob encomenda da mais alta qualidade!

⚽ MODELO: Argentina Torcedor 2022 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Argentina%20Torcedor%202022%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/fGyGCgHZ/frente.jpg","https://i.ibb.co/Vc2PPJy6/costas.jpg","Manto Mania"
"cura_o_torcedor_2026_away","Curação Torcedor 2026 Away","🔥 CAMISA DE FUTEBOL IMPORTADA 🔥
Produto importado sob encomenda da mais alta qualidade!

⚽ MODELO: Curação Torcedor 2026 Away

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Cura%C3%A7%C3%A3o%20Torcedor%202026%20Away%20por%20R%24%20145%2C00.","https://i.ibb.co/BK3m68gs/frente.jpg","https://i.ibb.co/jPtxYqNL/costas.jpg","Manto Mania"
"bayern_de_munique_torcedor_2020_home","Bayern de Munique Torcedor 2020 Home","🔥 CAMISA RETRÔ BAYERN DE MUNIQUE 🔥
Vista a grandeza do gigante alemão com uma camisa repleta de história!

⚽ MODELO: Bayern de Munique Torcedor 2020 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Bayern%20de%20Munique%20Torcedor%202020%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/3mtZ7tMj/frente.jpg","https://i.ibb.co/bjbWnvcH/costas.jpg","Manto Mania"
"bayern_de_munique_torcedor_2023_2024_away","Bayern de Munique Torcedor 2023-2024 Away","🔥 CAMISA RETRÔ BAYERN DE MUNIQUE 🔥
Vista a grandeza do gigante alemão com uma camisa repleta de história!

⚽ MODELO: Bayern de Munique Torcedor 2023-2024 Away

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Bayern%20de%20Munique%20Torcedor%202023-2024%20Away%20por%20R%24%20145%2C00.","https://i.ibb.co/GvqYMt6R/frente.jpg","https://i.ibb.co/NgTcy2y4/costas.jpg","Manto Mania"
"bayern_de_munique_torcedor_2024_2025_home","Bayern de Munique Torcedor 2024-2025 Home","🔥 CAMISA RETRÔ BAYERN DE MUNIQUE 🔥
Vista a grandeza do gigante alemão com uma camisa repleta de história!

⚽ MODELO: Bayern de Munique Torcedor 2024-2025 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Bayern%20de%20Munique%20Torcedor%202024-2025%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/5XxLQ2NG/frente.jpg","https://i.ibb.co/bRHS6hqG/costas.jpg","Manto Mania"
"borussia_dortmund_torcedor_2026_2027_black","Borussia Dortmund Torcedor 2026-2027 Black","🔥 CAMISA RETRÔ BORUSSIA DORTMUND 🔥
A paixão da Muralha Amarela em um manto que representa raça e tradição!

⚽ MODELO: Borussia Dortmund Torcedor 2026-2027 Black

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Borussia%20Dortmund%20Torcedor%202026-2027%20Black%20por%20R%24%20145%2C00.","https://i.ibb.co/wZjGxS52/frente.jpg","https://i.ibb.co/vCfCjvvk/costas.jpg","Manto Mania"
"borussia_dortmund_torcedor_2026_2027_home","Borussia Dortmund Torcedor 2026-2027 Home","🔥 CAMISA RETRÔ BORUSSIA DORTMUND 🔥
A paixão da Muralha Amarela em um manto que representa raça e tradição!

⚽ MODELO: Borussia Dortmund Torcedor 2026-2027 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Borussia%20Dortmund%20Torcedor%202026-2027%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/671fqp8R/frente.jpg","https://i.ibb.co/gFBb3P2L/costas.jpg","Manto Mania"
"barcelona_torcedor_1996_home","Barcelona Torcedor 1996 Home","🔥 CAMISA RETRÔ BARCELONA 🔥
Um clássico do Barça para quem vive o verdadeiro futebol arte!

⚽ MODELO: Barcelona Torcedor 1996 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Barcelona%20Torcedor%201996%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/kjDLyXY/frente.jpg","https://i.ibb.co/27t5GW99/costas.jpg","Manto Mania"
"barcelona_torcedor_2010_home","Barcelona Torcedor 2010 Home","🔥 CAMISA RETRÔ BARCELONA 🔥
Um clássico do Barça para quem vive o verdadeiro futebol arte!

⚽ MODELO: Barcelona Torcedor 2010 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Barcelona%20Torcedor%202010%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/3ypwkMBg/frente.jpg","https://i.ibb.co/Xf8qq3SH/costas.jpg","Manto Mania"
"barcelona_torcedor_2014_2015_home","Barcelona Torcedor 2014-2015 Home","🔥 CAMISA RETRÔ BARCELONA 🔥
Um clássico do Barça para quem vive o verdadeiro futebol arte!

⚽ MODELO: Barcelona Torcedor 2014-2015 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Barcelona%20Torcedor%202014-2015%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/fVWqdWyS/frente.jpg","https://i.ibb.co/tT0tF1Cf/costas.jpg","Manto Mania"
"barcelona_torcedor_2024_2025_home","Barcelona Torcedor 2024-2025 Home","🔥 CAMISA RETRÔ BARCELONA 🔥
Um clássico do Barça para quem vive o verdadeiro futebol arte!

⚽ MODELO: Barcelona Torcedor 2024-2025 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Barcelona%20Torcedor%202024-2025%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/zW0W4KMk/frente.jpg","https://i.ibb.co/Hcsf1H0/costas.jpg","Manto Mania"
"paris_saint_germain_torcedor_1998_away","Paris Saint-Germain Torcedor 1998 Away","🔥 CAMISA RETRÔ PARIS SAINT-GERMAIN 🔥
Leve a elegância do PSG com uma camisa que marcou diferentes gerações!

⚽ MODELO: Paris Saint-Germain Torcedor 1998 Away

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Paris%20Saint-Germain%20Torcedor%201998%20Away%20por%20R%24%20145%2C00.","https://i.ibb.co/jkKN01Ln/frente.jpg","https://i.ibb.co/HTXD4bc5/costas.jpg","Manto Mania"
"paris_saint_germain_torcedor_1998_home","Paris Saint-Germain Torcedor 1998 Home","🔥 CAMISA RETRÔ PARIS SAINT-GERMAIN 🔥
Leve a elegância do PSG com uma camisa que marcou diferentes gerações!

⚽ MODELO: Paris Saint-Germain Torcedor 1998 Home

💰 VALOR: R$ 145,00

✈️ FRETE INTERNACIONAL GRÁTIS PARA TODO BRASIL!!
- Se houver taxa alfandegária, será paga pelo cliente.

📏 TABELA DE MEDIDAS (Torcedor/Masculino)
| TAM | COMPR. | LARGURA | ALTURA  | PESO    |
| --- | ------ | ------- | ------- | ------- |
| P   | 69-71  | 53-55   | 162-170 | 50-62   |
| M   | 71-73  | 55-57   | 170-176 | 62-78   |
| G   | 73-75  | 57-59   | 176-182 | 78-83   |
| GG  | 75-78  | 58-60   | 182-190 | 83-90   |
| 2XL | 78-81  | 60-62   | 190-195 | 90-97   |
| 3XL | 81-83  | 62-64   | 192-197 | 97-104  |
| 4XL | 83-85  | 64-65   | 197-200 | 104-110 |

TAMANHOS EXTRAS
XXL e XXXL: + R$ 15,00
XXXXL: + R$ 25,00

PERSONALIZE SUA CAMISA!
Deixe seu manto ainda mais especial!
Nome + Número personalizados por apenas R$ 25,00.

ENVIO
Postagem em até 3 dias úteis após a confirmação do pagamento.
Código de rastreamento enviado após a postagem.

DÚVIDAS OU PEDIDOS ESPECIAIS?
Para personalização ou tamanho diferenciado, chame na nossa loja no WhatsApp: 21 97073-4956
","in stock","new","145.00 BRL","https://wa.me/5521970734956?text=Ol%C3%A1!%20Gostaria%20de%20comprar%20a%20Paris%20Saint-Germain%20Torcedor%201998%20Home%20por%20R%24%20145%2C00.","https://i.ibb.co/Txm5MWhS/frente.jpg","https://i.ibb.co/8DYT3V0c/costas.jpg","Manto Mania"
